Весельная ул
Взлетная ул
Вокзальный проезд
Володарская ст
Волхонское ш
Выборгское ш
Галерный проезд
Генерала Хрулева ул
Гидростроителей ул.
Горелово п
Горская ст
Грибалевой ул
Грибоедова Канала наб
Грузовой проезд
Дачное ст
Дворцовый проезд
Демьяна Бедного ул
Десятинная Б. ул
Десятинная М. ул
Димитрова ул
Долгоозерная ул
Домодедовская ул
Жерновская 2-я ул
Жерновская 3-я ул
Жерновская 6-я ул
Загребский б-р
Замятин пер
Заневка д
Заозерная ул
Западная аллея
Зарубинская ул
Захаров пер
Звездная ул
Зеленая ул
Зеленина Б. ул
Зеленина М. ул
Зеленогорск г
Казачий Б. пер
Каменка п
Канонерский остров
Капитанская ул
Караваевский пер
Карла Маркса сад
Карпатская М. ул
Каштановая М. аллея
Кемеровская ул
Киевское ш
Ковалевская ул
Колпино г
Комсомольская 2-я ул
Конногвардейский б-р
Конюшенная Б. ул
Конюшенная М. ул
Королева пр-кт
Котельникова аллея
Котина ул
Красноармейская 1-я ул
Красноармейская 10-я ул
Красноармейская 11-я ул
Красноармейская 12-я ул
Красноармейская 13-я ул
Красноармейская 2-я ул
Красноармейская 3-я ул
Красноармейская 4-я ул
Красноармейская 5-я ул
Красноармейская 6-я ул
Красноармейская 7-я ул
Красноармейская 8-я ул
Красноармейская 9-я ул
Красное Село г
Красных Зорь б-р
Кронштадт г
Культуры и отдыха им И.В.Бабушкина парк
Купчинская ст
Кушелевская дор
Ланское ш
Лахта п
Левашово п
Лени Голикова ул
Ленинградская обл.
Ленсовета ул
Летчика Пилютова ул
Лиговский пер
Лисий Нос п
Ловизский пер
Ломоносов г
Ломоносова пл
Львиный пер
Малый ВО пр-кт
Малый ПС пр-кт
Мебельный проезд
Межевой Канал ул
Межозерная ул
Металлострой п
Митрофаньевская М. ул
Митрофаньевское ш
Михайловский пер
Монетная Б. ул
Монетная М. ул
Морская Б. ул
Морская М. ул
Московская Б. ул
Московская М. ул
Московская сортировочная ст
Московское ш
Мурьино ст
Муринский 1-й пр-кт
Муринский 2-й пр-кт
На Петро-Славянку дор
Набережная Обводного канала ул.
Набережная Мойки ул.
Непокоренных пр-кт
Никитинская 1-я ул
Никитинская 2-я ул
Новаторов б-р
Новая д
Новая ул
Новоизмайловский парк
Новоселов ул
Обуховская пл
Озерковский 3-й пер
Озерная Б. ул
Окраинная ул
Ольгина ул
Ольгино п
Ольгинская ул
Онежский проезд
Оружейника Федорова ул
Павловск г
Парголово п
Парнас 2-й проезд
Парнас Верхняя ул
Парнас Домостроительная ул
Парнас промзона тер
Партизана Германа ул
Песочный п
Петергоф г
Петергофское ш
Петровская коса ул
Петроградская ул
Пилотов ул
Пискаревка ст
Пискаревский пр-кт
Подьяческая Б. ул
Подьяческая М. ул
Подьяческая Средняя ул
Покрышева ул
Полевая 1-я ул
Поликарпова ул
Полтавский проезд
Полюстровский пр-кт
Понтонный п
Поперечная ул
Пороховская Б. ул
Посадская Б. ул
Посадская М. ул
Потемкинская ул
Поэтический б-р
Предпортовая ст
Предпортовый 1-й проезд
Предпортовый 4-й проезд
Предпортовый 5-й проезд
Предпортовый 7-й проезд
Приозерское шоссе
Пугачева ул
Пулково п
Пулковское ш
Пушкарская Б. ул
Пушкарская М. ул
Пушкин г
Пушкинская ул
Рабфаковский 1-й пер
Рабфаковский 2-й пер
Рабфаковский 3-й пер
Разночинная Б. ул
Разночинная М. ул
Революции ш
Ржевская пл
Робеспьера наб
Рыбацкий 3-й проезд
Рыбацкое д
Рябовское ш
Савиной ул
Садовая М. ул
Салтыковская дор
Сампсониевский Б. пр-кт
Сампсониевский М. пр-кт
Саперный п
Семеновская 2-я ул
Серебристый б-р
Сестрорецк г
Сиреневый б-р
Смоленский Б. пр-кт
Советская 1-я ул
Советская 10-я ул
Советская 2-я ул
Советская 3-я ул
Советская 4-я ул
Советская 5-я ул
Советская 6-я ул
Советская 7-я ул
Советская 8-я ул
Советская 9-я ул
Средний пр-кт
Станционный п
Старо-Паново д
Стахановцев ул
Столярный пер
Стрельна п
Съездовская линия
Тореза пр-кт
Торики д
Торфяная дор
Троицкая пл
Турухтанные острова тер
Тярлево п
Удаленные
Удельная ул
Усть-Ижора п
Утиная 1-я ул
Утиная 2-я ул
Уткина заводь ул
Фаворского ул
Фарфоровский пост тер
Федоровская ул
Фермское ш
Фонтанная ул
Черной речки наб
Шереметьевская ул
Шишмаревский пер
Шкиперская ул
Шкиперский проток ул
Шлиссельбургское ш
Шоссейная ул
Штурманская ул
Шувалово ст
Шушары п
Южная дор
Южное ш
Новая ул.
Среднерогатская ул.
Петровский б-р
Павловск
_
Партизанский пер.
Охтинская ал.
Горелово
_
1-я Берёзовая аллея
1-я Красноармейская ул
1-я линия В.О.
1-я Советская ул
10-11-я линии В.О.
10-я Красноармейская ул
10-я линия В.О
10-я линия В.О.
10-я Советская ул
11-я Красноармейская ул
11-я линия В.О.
12-13-я линии В.О.
12-я Красноармейская ул
12-я линия В.О.
13-я Красноармейская ул
13-я линия В.О.
14-я линия В.О.
15-я линия В.О.
16-я линия В.О.
17-я линия В.О.
18-19-я линии В.О.
18-я линия В.О.
19-я линия В.О.
2-3-я линии В.О.
2-я Берёзовая аллея
2-я Жерновская ул
2-я Красноармейская ул
2-я линия В.О.
2-я Советская ул
20-я линия В.О.
21-я линия В.О.
22-я линия В.О.
23-я линия В.О.
24-я линия В.О.
25-я линия В.О.
26-27-я линии В.О.
26-я линия В.О.
27-я линия В.О.
3-я Жерновская ул
3-я Красноармейская ул
3-я линия В.О.
3-я Советская ул
4-я Красноармейская ул
4-я линия В.О.
4-я Советская ул
5-я Красноармейская ул
5-я линия В.О.
5-я Советская ул
6-я Жерновская ул
6-я Красноармейская ул
6-я линия В.О.
6-я Советская ул
7-я Красноармейская ул
7-я линия В.О.
7-я Советская ул
8-я Красноармейская ул
8-я линия В.О.
8-я Советская ул
9-я Красноармейская ул
9-я линия В.О.
9-я Советская ул
Адмиральский пр
Академический пер
Александровский парк
Английская наб
Английский пр-кт
Антоновская ул
Апраксин пер
Апрельская ул
Аптекарская наб
Аптекарский пер
Аптекарский пр-кт
Арсенальная наб
Арсенальная ул
Артиллерийская ул
Астраханская ул
Атаманская ул
Банковский пер
Бармалеева ул
Барочная ул
Басков пер
Батайский пер
Батарейная дорога
Беломорская ул
Бестужевская ул
Биржевая линия
Биржевой пер
Бобруйская ул
Бокситогорская ул
Большая Зеленина ул
Большая Конюшенная ул
Большая Монетная ул
Большая Морская ул
Большая Московская ул
Большая Подьяческая ул
Большая Пороховская ул
Большая Посадская ул
Большая Пушкарская ул
Большая Разночинная ул
Большеохтинский пр-кт
Большой Казачий пер
Большой  В.О. пр-кт
Большой  П.С. пр-кт
Большой Сампсониевский пр-кт
Боровая ул
Бородинская ул
Боткинская ул
Брантовская дорога
Братская ул
Бронницкая ул
Бугский пер
Александра Грина б
Введенская ул
Верейская ул
Вёсельная ул
Весенняя ул
Виленский пер
Витебская ул
Владимирский пр-кт
Военная ул
Вознесенский пр-кт
Волжский пер
Волховский пер
Волынский пер
Воронежская ул
Воскресенская наб
Всеволожская ул
Выборгская наб
Выборгская ул
Вяземский пер
Вязовая ул
Гаванская ул
Гагаринская ул
Газовая ул
Галерная ул
Галерный пр
Гангутская ул
Гапсальская ул
Гатчинская ул
Глухая Зеленина ул
Гончарная ул
Гороховая ул
Госпитальная ул
Гражданская ул
Графский пер
Гренадерская ул
Греческий пр-кт
Гродненский пер
Гусева ул
Двинская ул
Дворцовая наб
Дегтярная ул
Дегтярный пер
Депутатская ул
Дерптский пер
Детская ул
Диагональная ул
Дивенская ул
Дмитровский пер
Днепровский пер
Днепропетровская ул
Дойников пер
Донская ул
Дровяная ул
Дровяной пер
Думская ул
Екатерининский пр-кт
Ждановская наб
Ждановская ул
Железноводская ул
Загородный пр-кт
Замшина ул
Заневский пр-кт
Захарьевская ул
Заячий пер
Звенигородская ул
Зверинская ул
Зеленков пер
Зоологический пер
Ижорская ул
Измайловский пр-кт
Ильинская слобода
Индустриальный пр-кт
Инженерная ул
Инструментальная ул
Ириновский пр-кт
Исаакиевская пл
Исполкомская ул
Итальянская ул
Кавалергардская ул
Кадетская линия В. О.
Кадетская линия В.О.
Казанская пл
Казанская ул
Казначейская ул
Калужский пер
Каменноостровский пр-кт
Камская ул
Камышинская ул
Канареечная ул
Канонерская ул
Канонерский остров
Кантемировская ул
Капсюльное
Караванная ул
Карташихина ул
Кемская ул
Кирилловская ул
Кирочная ул
Климов пер
Клиническая ул
Клинский пр-кт
Ключевая ул
Ковалёвская ул
Ковенский пер
Кожевенная линия
Колокольная ул
Коломенская ул
колпинская
Колпинская ул
Кондратьевский пр-кт
Конная ул
Конногвардейский б
Конногвардейский пер
Конный пер
Константиновский пр-кт
Конторская ул
Конюшенный пер
Корпусная ул
Косая линия
Костромская ул
Крапивный пер
Красноборский пер
Красногвардейская пл
Краснодонская ул
Красносельская ул
Кременчугская ул
Крестовский пр-кт
Крестьянский пер
Кронверкская ул
Кронверкский пр-кт
Крюкова ул
Кузнечный пер
Курляндская ул
Кустарный пер
Лабораторная ул
Лазаретный пер
Лапинский пр-кт
Лахтинская ул
Левашовский пр-кт
Лермонтовский пр-кт
Лесной пр-кт
Лесопарковая ул
Либавский пер
Лиговский пр-кт
Литейный пр-кт
Литовская ул
Лодейнопольская ул
Лоцманская ул
Львовская ул
Люблинский пер
Магнитогорская ул
Малая Гребецкая ул
Малая Зеленина ул
Малая Конюшенная ул
Малая Монетная ул
Малая Морская ул
Малая Московская ул
Малая Подьяческая ул
Малая Посадская ул
Малая Пушкарская ул
Малая Разночинная ул
Малая Садовая ул
Малодетскосельский пр-кт
Малоохтинская наб
Малоохтинский пр-кт
Малый  В.О. пр-кт
Малый  П.С. пр-кт
Малый Сампсониевский пр-кт
Манежная пл
Манежный пер
Марсово поле
Мастерская ул
Матвеевский пер
Межевой канал
Менделеевская линия
Менделеевская ул
Миллионная ул
Минеральная ул
Миргородская ул
Миронова ул
Митавский пер
Михайловская ул
Мичманская ул
Мичуринская ул
Можайская ул
Мончегорская ул
Морская наб
Морской пер
Морской пр-кт
Москательный пер
Московский пр-кт
Моховая ул
Мошков пер
Мучной пер
Мытнинская наб
Мытнинская ул
Мытнинский пер
Мясная ул
Адмирала Лазарева наб
Адмиралтейского канала наб
канала Грибоедова наб
Крюкова канала наб
Кутузова наб
Лейтенанта Шмидта наб
Макарова наб
Мартынова наб
Обводного канала наб
реки Большой Невки наб
реки Екатерингофки наб
реки Карповки наб
реки Малой Невки наб
реки Мойки наб
реки Монастырки наб
реки Пряжки наб
реки Смоленки наб
реки Фонтанки наб
Наличная ул
Невельская ул
Невский пр-кт
Нейшлотский пер
Никольская пл
Никольский пер
Новгородская ул
Новоладожская ул
Новолитовская ул
Новомалиновская дорога
Новосмоленская наб
Новочеркасский пр-кт
Объездное
Одесская ул
Озерной пер
Опочинина ул
Ораниенбаумская ул
Ординарная ул
Оренбургская ул
Орловская ул
Орловский пер
Остоумова ул
Отечественная ул
Офицерский пер
Очаковская ул
Панфилова ул
Парадная ул
Партизанская ул
Певческий пер
Перевозная ул
Перевозный пер
Перекупной пер
Антоненко пер
Бойцова пер
Гривцова пер
Декабристов пер
Джамбула пер
Каховского пер
Крылова пер
Лодыгина пер
Макаренко пер
Матвеева пер
Нестерова пер
Пирогова пер
Сергея Тюленина пер
Талалихина пер
Ульяны Громовой пер
Песочная наб
Петергофская ул
Петровская коса
Петровская наб
Петровский пер
Петровский пр-кт
Петроградская наб
Петрозаводская ул
Петропавловская ул
Пионерская пл
Пионерская ул
Пироговская наб
Пискарёвский пр-кт
Александра Невского пл
Восстания пл
Искусств пл
Карла Фаберже пл
Ленина пл
Морской Славы пл
Островского пл
Растрелли пл
Репина пл
Труда пл
Тургенева пл
Плуталова ул
Поварской пер
Подольская ул
Подрезова ул
Подъездной пер
Полевая аллея
Полозова ул
Полтавская ул
Полтавский пр
Полюстровский пр-кт
Потёмкинская ул
Почтамтская ул
Почтамтский пер
Прачечный пер
Провиантская ул
Бакунина пр-кт
Динамо пр-кт
Добролюбова пр-кт
КИМа пр-кт
Косыгина пр-кт
Маршала Блюхера пр-кт
Медиков пр-кт
Металлистов пр-кт
Наставников пр-кт
Обуховской Обороны пр-кт
Римского-Корсакова пр-кт
Ударников пр-кт
Чернышевского пр-кт
Шаумяна пр-кт
Энергетиков пр-кт
Энтузиастов пр-кт
Прядильный пер
Псковская ул
Пудожская ул
Пушкарский пер
Пушкинская ул
Рабочий пер
Разъезжая ул
Резная ул
Ремесленная ул
Республиканская ул
Речная ул
Рижский пр-кт
Роменская ул
Ропшинская ул
Рузовская ул
Рыбацкая ул
Рюхина ул
Рябовское
Саблинская ул
Садовая ул
Салтыковская дорога
Сапёрный пер
Саратовская ул
Сахарный пер
Свердловская наб
Свечной пер
Северная дорога
Сенная пл
Серпуховская ул
Синопская наб
Синявинская ул
Смольная наб
Смольный пр
Смольный пр-кт
Советский пер
Солдатский пер
Соляной пер
Социалистическая ул
Спасский пер
Среднегаванский пр-кт
Среднеохтинский пр-кт
Средний  В.О. пр-кт
Средняя Подьяческая ул
Ставропольская ул
Старо-Петергофский пр-кт
Старорусская ул
Стрельнинская ул
Стремянная ул
Суворовский пр-кт
Съезжинская ул
Сытнинская пл
Сытнинская ул
Таврическая ул
Таврический пер
Тарасова ул
Татарский пер
Тверская ул
Театральная аллея
Театральная пл
Тележная ул
Тобольская ул
Транспортный пер
Троицкая  П.С. пл
Троицкий пр-кт
Тульская ул
Тучков пер
Угловой пер
Академика Лебедева ул
Академика Павлова ул
Александра Блока ул
Александра Матросова ул
Александра Невского ул
Александра Ульянова ул
Белинского ул
Беринга ул
Блохина ул
Бонч-Бруевича ул
Буренина ул
Вадима Шефнера ул
Вакуленчука ул
Васенко ул
Ватутина ул
Володи Ермака ул
Воскова ул
Восстания ул
Всеволода Вишневского ул
Глинки ул
Графтио ул
Грибалёвой ул
Грота ул
Даля ул
Дегтярёва ул
Декабристов ул
Достоевского ул
Егорова ул
Ефимова ул
Жукова ул
Жуковского ул
Зодчего Росси ул
Комиссара Смирнова ул
Коммуны ул
Комсомола ул
Константина Заслонова ул
Кораблестроителей ул
Короленко ул
Котовского ул
Красина ул
Красного Курсанта ул
Красного Текстильщика ул
Кропоткина ул
Куйбышева ул
Лабутина ул
Лазо ул
Ленина ул
Лизы Чайкиной ул
Литераторов ул
Ломоносова ул
Льва Толстого ул
Малыгина ул
Марата ул
Маркина ул
Маршала Тухачевского ул
Маяковского ул
Мира ул
Михайлова ул
Моисеенко ул
Молдагуловой ул
Нахимова ул
Некрасова ул
Одоевского ул
Оружейника Фёдорова ул
Осипенко ул
Пасторова ул
Передовиков ул
Пестеля ул
Петра Смородина ул
Печатника Григорьева ул
Писарева ул
Подковырова ул
Помяловского ул
Потапова ул
Правды ул
Пролетарской Диктатуры ул
Профессора Ивашенцова ул
Профессора Попова ул
Пугачёва ул
Радищева ул
Рентгена ул
Репина ул
Рубинштейна ул
Рылеева ул
Смольного ул
Смолячкова ул
Союза Печатников ул
Стасовой ул
Стахановцев ул
Степана Разина ул
Тюшина ул
Федосеенко ул
Фокина ул
Химиков ул
Циолковского ул
Чайковского ул
Чапаева ул
Чапыгина ул
Черняховского ул
Чехова ул
Шевченко ул
Электропультовцев ул
Яблочкова ул
Якубовича ул
Уманский пер
Университетская наб
Уральская ул
Уткин пр-кт
Финляндский пр-кт
Финский пер
Фонарный пер
Фуражный пер
Фурштатская ул
Футбольная аллея
Харьковская ул
Херсонская ул
Центральная ул
Цимлянская ул
Чебоксарский пер
Челябинская ул
Чернышёвский пр
Чкаловский пр-кт
Чугунная ул
Шамшева ул
Шатёрная ул
Шафировский пр-кт
Шведский пер
Шепетовская ул
Шкиперский проток
Революции ш.
Шотландская ул
Шпалерная ул
Щербаков пер
Эсперова ул
Южная дорога
Юризанская ул
Якорная ул
Ярославская ул
1-й Муринский пр-кт
1-й Озерковский пер
1-й пер
1-й пр
1-я Алексеевская ул
1-я Никитинская ул
1-я Полевая ул
1-я Утиная ул
2-й Муринский пр-кт
2-я Алексеевская ул
2-я линия
2-я Никитинская ул
2-я Семёновская ул
3-й Верхний пер
3-й Озерковский пер
3-я Конная Лахта
3-я линия 1-й половины
3-я линия 2-й половины
3-я Полянская ул
4-й Верхний пер
5-й Верхний пер
Авиационная ул
Автобусная ул
Актёрский пр
Александровская ул
аллея Котельникова
аллея Поликарпова
Английская ул
Арктическая ул
Афанасьевская ул
Афонская ул
Аэродромная ул
Байконурская ул
Балтийский пр-кт
Беговая ул
Белоостровская ул
Береговая ул
Береговой пер
Берёзовая аллея
Богатырский пр-кт
Болотная ул
Большая Горская ул
Большая Десятинная ул
Большая Каменка
Большая Озёрная ул
Большой пр-кт
Брюсовская ул
Варваринская ул
Васильковая ул
Вербная ул
Верхняя ул
Весёлая ул
Вокзальная ул
Выборгское ш
Высокая ул
Гаванная ул
Гаврская ул
Гаккелевская ул
Гданьская ул
Герасимовская ул
Гжатская ул
Главная ул
Глухариная ул
Глухарская ул
Горная ул
Горская ул
Гражданский пр-кт
Граничная ул
Дачная ул
Деловая ул
Дерновая ул
Дибуновская ул
Дмитриевская ул
Долгоозёрная ул
дорога в Каменку
Дрезденская ул
Дуговая ул
Елагинский пр-кт
Елецкая ул
Елизаветинская ул
Елисеевская ул
Енотаевская ул
Железнодорожная ул
Железнодорожный пер
Заводская ул
Заповедная ул
Заречная ул
Заусадебная ул
Зеленогорская ул
Земледельческая ул
Земский пер
Зональная ул
Ивановская ул
Институтский пер
Институтский пр-кт
Калязинская ул
Камышовая ул
Карельский пер
Киришская ул
Колодезная ул
Коломяжский пр-кт
Колхозная ул
Колхозный пер
Кольская ул
Кольцевая ул
Комендантская пл
Комендантский пр-кт
Коннолахтинский пр-кт
Кооперативная ул
Корженевская ул
Короткая ул
Костромской пр-кт
Красноармейская ул
Красногвардейский пер
Круговая ул
Кушелевская дорога
Лабораторный пр-кт
Ланская ул
Ланское ш.
Лахтинский пр-кт
Левашовское
Ленинградское
Лесная ул
Липовая аллея
Лисичанская ул
Лиственная ул
Ломовская ул
Луговая ул
Лужская ул
Лыжный пер
Малая Десятинная ул
Манчестерская ул
Мариинский пр-кт
Мартыновская ул
Мгинский пер
Мебельная ул
Мебельный пр
Межевая ул
Межозёрная ул
Меншиковский пр-кт
Морская ул
Муринская дорога
реки Каменки наб
Набережная ул
Чёрной речки наб
Нежинская ул
Нижне-Каменская ул
Нижняя ул
Николаевский пр-кт
Новая ул
Ново-Никитинская ул
Новоалександровская ул
Новоколомяжский пр-кт
Новоорловская ул
Новороссийская ул
Новосельковская ул
Новосибирская ул
Новоутиная ул
Норильская ул
Оборонная ул
Озерковская ул
Озерковский пр-кт
Озёрная ул
Ольховая ул
Омская ул
Орлово-Денисовский пр-кт
Парашютная ул
Парголовская ул
Парголовский пер
Парковая ул
Парнасная ул
Первомайская ул
Первомайский пр-кт
Перфильева ул
Песочная ул
Песчаный пер
Петровская ул
Печорская ул
Планерная ул
Льва Мациевича пл
Пограничная ул
Поклонногорская ул
Полевая дорога
Полевая Сабировская ул
Полевая ул
Политехническая ул
Поэтический б
Привокзальная пл
Придорожная аллея
Приморская ул
Приморский пр-кт
Приморское
Пролетарский пр-кт
Авиаконструкторов пр-кт
Испытателей пр-кт
Калинина пр-кт
Королёва пр-кт
Культуры пр-кт
Ленина пр-кт
Луначарского пр-кт
Маршака пр-кт
Мечникова пр-кт
Науки пр-кт
Непокорённых пр-кт
Пархоменко пр-кт
Просвещения пр-кт
Раевского пр-кт
Сизова пр-кт
Тореза пр-кт
Художников пр-кт
Энгельса пр-кт
Ракитовская ул
Рашетова ул
Репищева ул
Родниковый пер
Рябиновая ул
Рядовая ул
Сабировская ул
Светлановский пр-кт
Северная пл
Северный пр-кт
Сегалева ул
Семёновская ул
Сердобольская ул
Серебристый б
Серебряков пер
Сестрорецкая ул
Сибирская ул
Сиреневый б
Ситцевая ул
Скандинавский пр
Скобелевский пр-кт
Славянская ул
Советская ул
Сосновая ул
Софийская ул
Спасская ул
Средний пр-кт
Средняя ул
Старая ул
Старобельская ул
Стародеревенская ул
Староорловская ул
Стрелковая ул
Студенческая ул
Суздальский пр-кт
Суздальское
Тбилисская ул
Тимуровская ул
Тихая ул
Тихоокеанская ул
Тихорецкий пр-кт
Токсовская ул
Томская ул
Торжковская ул
Торфяная дорога
Торфяная ул
Тупиковая ул
Туристская ул
Удельный пр-кт
Академика Байкова ул
Академика Константинова ул
Академика Крылова ул
Академика Шиманского ул
Асафьева ул
Брянцева ул
Бутлерова ул
Вавиловых ул
Валерия Гаврилина ул
Веденеева ул
Верности ул
Ветеранов ул
Вологдина ул
Генерала Хрулёва ул
Графова ул
Даниила Хармса ул
Демьяна Бедного ул
Есенина ул
Жака Дюкло ул
Жени Егоровой ул
Ивана Фомина ул
Ильюшина ул
Капитана Воронина ул
Карбышева ул
Карпинского ул
Кольцова ул
Коммунаров ул
Композиторов ул
Корнея Чуковского ул
Корякова ул
Красных Партизан ул
Курчатова ул
Кустодиева ул
Маршала Новикова ул
Матроса Железняка ул
Михаила Дудина ул
Николая Рубцова ул
Обручевых ул
Ольги Форш ул
Оптиков ул
Орбели ул
Оскаленко ул
Первого Мая ул
Покрышева ул
Прокофьева ул
Руднева ул
Руставели ул
Савушкина ул
Сантьяго-де-Куба ул
Сикейроса ул
Симонова ул
Славы ул
Софьи Ковалевской ул
Уточкина ул
Ушинского ул
Фаворского ул
Фёдора Абрамова ул
Харченко ул
Хлопина ул
Хошимина ул
Черкасова ул
Чёрная Речка ул
Шаврова ул
Шателена ул
Шишкина ул
Шостаковича ул
Щербакова ул
Электропередач ул
Энергетиков ул
Учебный пер
Учительская ул
Ушаковская наб
Фермерский пер
Фермское
Флотская ул
Хвойная ул
Цветочная ул
Чистяковская ул
Шарова ул
Шишмарёвский пер
Школьная ул
Лаврики
Шуваловский пр-кт
Эриванская ул
Эстонская ул
Южная ул
Юнтоловская ул
Юнтоловский пр-кт
Ярославский пр-кт
Ясная ул
Яхтенная ул
1-й Предпортовый пр
1-й Рабфаковский пер
1-я линия
1-я Нижняя ул
2-й Рабфаковский пер
2-я Заводская ул
2-я Комсомольская ул
2-я Шоссейная ул
3-й Рабфаковский пер
3-й Рыбацкий пр
3-я линия
4-я линия
5-й Предпортовый пр
5-я линия
6-я линия
7-й Предпортовый пр
7-я линия
9-й пр
Авангардная ул
Австрийская ул
Автовская ул
Автомобильная ул
Алексеевская ул
Алтайская ул
Альпийский пер
Андреевская ул
Балканская пл
Балканская ул
Балтийская ул
Баррикадная ул
Бассейная ул
Безымянная ул
Белградская ул
Белорусская ул
Берёзовая ул
Благодатная ул
Бобыльская дорога
Большой Смоленский пр-кт
Ботаническая ул
Брестский б
Броневая ул
Будапештская ул
Красных Зорь б
Новаторов б
Разведчика б
Бумажная ул
Бухарестская ул
Валдайская ул
Варфоломеевская ул
Варшавская ул
Венская ул
Верхняя
Вилеровский пер
Витебская Сортировочная ул
Витебский пр-кт
Вишерская ул
Владимирская ул
Волковский пр-кт
Волконская ул
Волхонское ш
Гаражный пр
Гвардейская ул
Глазурная ул
Глиняная ул
Глухоозёрское
Гостилицкое
Гражданский пер
Гранитная ул
Грузовой пр
Дальневосточный пр-кт
Дачный пр-кт
Детский пер
дорога на Металлострой
дорога на Турухтанные острова
Дорога на Турухтанные острова
Дубровская ул
Дунайский пр-кт
Европейский пр-кт
Железнодорожный пр-кт
Заводской пер
Загородная ул
Загребский б
Задворная ул
Заозёрная ул
Западная ул
Запорожская ул
Заставская ул
Звёздная ул
Зелёная ул
Земская ул
Зольная ул
Зубковская ул
Иликовский пр-кт
Ионинская ул
Иркутская ул
Искровский пр-кт
Камчатская ул
Караваевская ул
Карпатская ул
Каштановая аллея
Киевская ул
Клочков пер
Клубная ул
Коммунистическая ул
Комсомольская ул
Константиновская ул
Корабельная ул
Красная ул
Краснопрудская ул
Краснопутиловская ул
Красносельское
Кронштадтская пл
Кронштадтская ул
Кропоткинская ул
Кубинская ул
Кудровский пр
Кузнецовская ул
Купчинская ул
Курская ул
Ладожская ул
Ленинградская ул
Ленинский пр-кт
Ленская ул
Леснозаводская ул
Лесной пер
Литейная ул
Лифляндская ул
Ломаная ул
Луизинская ул
Люботинский пр-кт
Майков пер
Малая Балканская ул
Малая Бухарестская ул
